date,daily_total_pnl,daily_avg_pnl,daily_median_pnl,daily_win_rate,daily_trade_count,daily_avg_leverage,sentiment_score,long_short_ratio,sentiment_label
2024-08-20,192.602844,192.602844,192.602844,1.0,1,1.0,2.0,,Fear
2024-08-21,656.200925,12.151868981481481,3.362942,1.0,54,1.0,2.0,,Fear
2024-08-23,1005.30527,335.10175666666663,77.27873,1.0,3,1.0,2.0,0.0,Fear
2024-08-26,231.236918,115.618459,115.618459,1.0,2,1.0,4.0,,Greed
2024-08-28,1333.359645,666.6798225,666.6798225,1.0,2,1.0,2.0,,Fear
2024-08-30,256.464,256.464,256.464,1.0,1,1.0,2.0,,Fear
2024-08-31,10.882801,0.8371385384615385,0.30186,0.9230769230769231,13,1.0,2.0,0.18181818181818182,Fear
2024-09-01,137.433093,27.486618600000003,17.0533,1.0,5,1.0,2.0,4.0,Fear
2024-09-04,1065.785132,133.2231415,221.000725,0.625,8,1.0,2.0,1.6666666666666667,Fear
2024-09-06,-1104.856765,-29.07517802631579,-25.125781,0.0,38,1.0,1.0,0.0,Extreme Fear
2024-09-10,-219.729659,-109.8648295,-109.8648295,0.0,2,1.0,2.0,0.0,Fear
2024-09-18,-878.684794,-6.557349208955224,-6.405781,0.0,134,1.0,3.0,0.0,Neutral
2024-09-20,9585.03428,1065.003808888889,201.15,0.8888888888888888,9,1.0,3.0,0.0,Neutral
2024-09-21,36165.56933,1572.416057826087,1147.561968,1.0,23,1.0,3.0,0.0,Neutral
2024-09-23,334.760796,334.760796,334.760796,1.0,1,1.0,3.0,0.0,Neutral
2024-09-26,439.812513,219.9062565,219.9062565,1.0,2,1.0,3.0,0.0,Neutral
2024-09-30,2710.626288,542.1252575999999,395.724488,1.0,5,1.0,4.0,,Greed
2024-10-03,100.375782,33.458594,44.790655,1.0,3,1.0,2.0,0.0,Fear
2024-10-05,5767.161892,240.29841216666668,154.41846,1.0,24,1.0,3.0,0.043478260869565216,Neutral
